CheckInID,MemberID,ClassID,CheckInDate,DurationMinutes
CHK01933,MB0557,C05,2024-12-05,30
CHK01934,MB0525,C01,2024-05-11,90
CHK01935,MB0402,C04,2024-01-30,75
CHK01936,MB0436,C06,2024-11-28,30
CHK01937,MB0427,C08,2024-05-02,60
CHK01938,MB0050,C03,2024-05-31,90
CHK01939,MB0685,C01,2024-02-10,45
CHK01940,MB0615,C08,2024-07-18,75
CHK01941,MB0145,C03,2024-01-11,90
CHK01942,MB0437,C01,2024-07-17,60
CHK01943,MB0380,C05,2024-02-07,75
CHK01944,MB0170,C07,2024-11-07,45
CHK01945,MB0162,C06,2024-07-08,60
CHK01946,MB0580,C04,2024-01-27,45
CHK01947,MB0747,C02,2024-06-15,45
CHK01948,MB0695,C04,2024-08-14,75
CHK01949,MB0561,C07,2024-04-06,45
CHK01950,MB0607,C07,2024-12-14,60
CHK01951,MB0462,C08,2024-04-18,60
CHK01952,MB0253,C06,2024-10-19,30
CHK01953,MB0040,C03,2024-05-05,30
CHK01954,MB0304,C05,2024-12-03,45
CHK01955,MB0097,C07,2024-03-01,30
CHK01956,MB0502,C08,2024-02-08,60
CHK01957,MB0339,C01,2024-06-20,75
CHK01958,MB0541,C08,2024-01-10,90
CHK01959,MB0355,C06,2024-03-24,30
CHK01960,MB0539,C02,2024-08-05,90
CHK01961,MB0559,C05,2024-03-06,60
CHK01962,MB0278,C07,2024-05-05,45
CHK01963,MB0532,C04,2024-09-17,30
CHK01964,MB0089,C04,2024-03-19,30
CHK01965,MB0159,C06,2024-10-02,30
CHK01966,MB0646,C02,2024-12-21,90
CHK01967,MB0303,C05,2024-12-08,45
CHK01968,MB0292,C08,2024-09-21,45
CHK01969,MB0462,C05,2024-09-01,30
CHK01970,MB0651,C05,2024-09-17,30
CHK01971,MB0307,C07,2024-02-10,90
CHK01972,MB0189,C07,2024-08-13,75
CHK01973,MB0389,C08,2024-06-28,60
CHK01974,MB0049,C02,2024-03-25,45
CHK01975,MB0713,C05,2024-08-01,90
CHK01976,MB0487,C01,2024-11-26,90
CHK01977,MB0789,C04,2024-07-25,45
CHK01978,MB0110,C04,2024-09-21,30
CHK01979,MB0208,C01,2024-03-06,45
CHK01980,MB0665,C08,2024-11-20,60
CHK01981,MB0629,C01,2024-12-23,60
CHK01982,MB0797,C06,2024-02-10,90
CHK01983,MB0380,C03,2024-10-08,90
CHK01984,MB0115,C01,2024-04-09,90
CHK01985,MB0614,C08,2024-01-06,60
CHK01986,MB0012,C01,2024-04-17,45
CHK01987,MB0197,C02,2024-08-31,60
CHK01988,MB0550,C07,2024-10-23,60
CHK01989,MB0744,C02,2024-01-01,90
CHK01990,MB0189,C01,2024-08-23,90
CHK01991,MB0329,C06,2024-07-12,75
CHK01992,MB0264,C06,2024-10-20,90
CHK01993,MB0180,C05,2024-02-14,30
CHK01994,MB0029,C06,2024-02-27,45
CHK01995,MB0677,C04,2024-08-20,60
CHK01996,MB0460,C08,2024-07-28,30
CHK01997,MB0090,C08,2024-10-31,45
CHK01998,MB0266,C05,2024-09-15,75
CHK01999,MB0466,C06,2024-06-13,90
CHK02000,MB0499,C01,2024-10-27,45
CHK02001,MB0297,C07,2024-06-19,45
CHK02002,MB0516,C08,2024-06-08,45
CHK02003,MB0023,C04,2024-11-07,30
CHK02004,MB0336,C08,2024-03-02,75
CHK02005,MB0192,C07,2024-01-27,45
CHK02006,MB0210,C01,2024-01-28,45
CHK02007,MB0516,C05,2024-02-14,45
CHK02008,MB0730,C06,2024-02-08,30
CHK02009,MB0080,C02,2024-10-19,90
CHK02010,MB0056,C06,2024-02-12,90
CHK02011,MB0452,C07,2024-09-30,75
CHK02012,MB0657,C04,2024-12-03,90
CHK02013,MB0460,C04,2024-01-29,45
CHK02014,MB0102,C04,2024-08-13,90
CHK02015,MB0676,C06,2024-08-07,45
CHK02016,MB0293,C05,2024-06-08,60
CHK02017,MB0084,C03,2024-02-04,30
CHK02018,MB0312,C05,2024-05-03,60
CHK02019,MB0496,C08,2024-05-19,30
CHK02020,MB0298,C04,2024-07-10,45
CHK02021,MB0474,C04,2024-10-29,30
CHK02022,MB0764,C07,2024-02-12,30
CHK02023,MB0713,C05,2024-03-01,90
CHK02024,MB0640,C07,2024-06-09,60
CHK02025,MB0020,C07,2024-03-27,90
CHK02026,MB0177,C03,2024-03-01,60
CHK02027,MB0641,C01,2024-10-11,30
CHK02028,MB0168,C03,2024-08-31,30
CHK02029,MB0616,C01,2024-03-24,75
CHK02030,MB0077,C06,2024-03-09,45
CHK02031,MB0213,C03,2024-01-25,90
CHK02032,MB0685,C08,2024-01-25,75
CHK02033,MB0595,C04,2024-06-24,30
CHK02034,MB0483,C04,2024-01-23,75
CHK02035,MB0434,C04,2024-04-13,90
CHK02036,MB0003,C04,2024-11-16,45
CHK02037,MB0742,C04,2024-05-31,90
CHK02038,MB0280,C01,2024-09-12,60
CHK02039,MB0340,C08,2024-02-14,30
CHK02040,MB0276,C03,2024-04-14,90
CHK02041,MB0139,C07,2024-11-14,45
CHK02042,MB0650,C01,2024-01-22,75
CHK02043,MB0674,C05,2024-07-02,90
CHK02044,MB0619,C06,2024-06-03,60
CHK02045,MB0412,C03,2024-03-21,90
CHK02046,MB0326,C01,2024-12-17,60
CHK02047,MB0667,C03,2024-12-21,90
CHK02048,MB0583,C05,2024-10-29,45
CHK02049,MB0568,C01,2024-06-13,90
CHK02050,MB0247,C07,2024-07-11,75
CHK02051,MB0188,C02,2024-08-01,90
CHK02052,MB0468,C03,2024-01-25,90
CHK02053,MB0776,C06,2024-08-04,90
CHK02054,MB0108,C07,2024-11-17,60
CHK02055,MB0484,C02,2024-10-01,90
CHK02056,MB0095,C04,2024-10-24,60
CHK02057,MB0190,C04,2024-12-24,45
CHK02058,MB0183,C08,2024-06-27,75
CHK02059,MB0782,C07,2024-02-07,75
CHK02060,MB0573,C02,2024-04-15,60
CHK02061,MB0322,C06,2024-08-07,90
CHK02062,MB0160,C07,2024-04-28,30
CHK02063,MB0401,C01,2024-09-09,60
CHK02064,MB0744,C06,2024-01-18,60
CHK02065,MB0725,C03,2024-12-27,30
CHK02066,MB0014,C08,2024-12-27,60
CHK02067,MB0406,C04,2024-05-05,90
CHK02068,MB0516,C04,2024-05-23,30
CHK02069,MB0335,C08,2024-05-14,45
CHK02070,MB0468,C05,2024-10-26,90
CHK02071,MB0754,C06,2024-07-11,75
CHK02072,MB0184,C08,2024-12-16,45
CHK02073,MB0029,C04,2024-06-14,75
CHK02074,MB0252,C05,2024-12-05,90
CHK02075,MB0481,C04,2024-07-01,45
CHK02076,MB0573,C02,2024-05-04,45
CHK02077,MB0436,C07,2024-09-18,60
CHK02078,MB0281,C08,2024-05-07,60
CHK02079,MB0396,C02,2024-01-17,90
CHK02080,MB0476,C01,2024-01-19,45
CHK02081,MB0700,C04,2024-08-08,45
CHK02082,MB0619,C04,2024-03-09,90
CHK02083,MB0272,C07,2024-03-28,30
CHK02084,MB0085,C06,2024-11-11,30
CHK02085,MB0572,C01,2024-10-05,90
CHK02086,MB0551,C05,2024-07-21,60
CHK02087,MB0070,C06,2024-09-24,90
CHK02088,MB0409,C07,2024-07-12,75
CHK02089,MB0471,C08,2024-05-04,75
CHK02090,MB0550,C02,2024-02-05,60
CHK02091,MB0638,C01,2024-07-25,90
CHK02092,MB0307,C06,2024-08-08,75
CHK02093,MB0227,C01,2024-01-04,45
CHK02094,MB0637,C02,2024-02-14,75
CHK02095,MB0465,C07,2024-01-25,60
CHK02096,MB0310,C02,2024-06-20,30
CHK02097,MB0674,C01,2024-03-23,75
CHK02098,MB0535,C02,2024-09-01,90
CHK02099,MB0461,C07,2024-10-06,30
CHK02100,MB0551,C03,2024-07-19,75
CHK02101,MB0247,C05,2024-05-22,30
CHK02102,MB0118,C02,2024-08-12,90
CHK02103,MB0116,C05,2024-01-14,60
CHK02104,MB0127,C02,2024-05-23,60
CHK02105,MB0720,C01,2024-11-26,60
CHK02106,MB0607,C05,2024-11-18,45
CHK02107,MB0190,C08,2024-06-22,75
CHK02108,MB0081,C08,2024-10-23,75
CHK02109,MB0787,C08,2024-09-14,45
CHK02110,MB0781,C06,2024-09-18,90
CHK02111,MB0153,C07,2024-10-20,30
CHK02112,MB0222,C05,2024-06-26,75
CHK02113,MB0427,C08,2024-03-20,90
CHK02114,MB0712,C05,2024-06-22,30
CHK02115,MB0246,C05,2024-11-11,90
CHK02116,MB0393,C04,2024-10-09,90
CHK02117,MB0385,C07,2024-06-04,30
CHK02118,MB0066,C07,2024-02-04,30
CHK02119,MB0633,C04,2024-01-19,75
CHK02120,MB0347,C01,2024-01-06,90
CHK02121,MB0351,C01,2024-09-01,30
CHK02122,MB0545,C07,2024-02-27,90
CHK02123,MB0123,C01,2024-03-30,90
CHK02124,MB0711,C08,2024-01-25,75
CHK02125,MB0647,C01,2024-01-26,30
CHK02126,MB0216,C08,2024-06-23,30
CHK02127,MB0502,C05,2024-10-31,90
CHK02128,MB0027,C07,2024-05-01,75
CHK02129,MB0228,C07,2024-10-28,90
CHK02130,MB0704,C03,2024-07-11,90
CHK02131,MB0472,C05,2024-08-10,90
CHK02132,MB0737,C06,2024-02-15,90
CHK02133,MB0404,C02,2024-04-02,60
CHK02134,MB0310,C08,2024-06-11,75
CHK02135,MB0070,C04,2024-01-31,30
CHK02136,MB0219,C06,2024-05-28,75
CHK02137,MB0341,C01,2024-09-05,45
CHK02138,MB0348,C07,2024-09-23,45
CHK02139,MB0268,C07,2024-05-02,75
CHK02140,MB0723,C03,2024-07-14,45
CHK02141,MB0327,C06,2024-01-06,60
CHK02142,MB0075,C02,2024-10-05,90
CHK02143,MB0313,C08,2024-11-04,60
CHK02144,MB0201,C07,2024-01-31,60
CHK02145,MB0781,C01,2024-09-17,30
CHK02146,MB0144,C06,2024-06-07,75
CHK02147,MB0096,C02,2024-09-04,60
CHK02148,MB0648,C05,2024-10-14,90
CHK02149,MB0385,C06,2024-12-28,60
CHK02150,MB0109,C04,2024-08-09,30
CHK02151,MB0542,C01,2024-10-18,90
CHK02152,MB0710,C07,2024-05-16,45
CHK02153,MB0584,C01,2024-09-09,30
CHK02154,MB0479,C08,2024-05-16,30
CHK02155,MB0021,C08,2024-04-21,60
CHK02156,MB0434,C07,2024-04-25,60
CHK02157,MB0536,C07,2024-08-27,90
CHK02158,MB0197,C02,2024-03-05,45
CHK02159,MB0545,C02,2024-05-02,75
CHK02160,MB0548,C08,2024-05-30,60
CHK02161,MB0794,C07,2024-07-26,45
CHK02162,MB0193,C05,2024-08-21,45
CHK02163,MB0773,C08,2024-02-06,90
CHK02164,MB0094,C07,2024-04-09,30
CHK02165,MB0624,C08,2024-02-24,90
CHK02166,MB0548,C02,2024-09-01,60
CHK02167,MB0665,C07,2024-04-30,60
CHK02168,MB0488,C05,2024-03-02,45
CHK02169,MB0147,C05,2024-08-20,75
CHK02170,MB0715,C03,2024-12-13,30
CHK02171,MB0438,C08,2024-10-01,90
CHK02172,MB0726,C01,2024-03-24,60
CHK02173,MB0623,C06,2024-09-02,60
CHK02174,MB0208,C02,2024-10-16,90
CHK02175,MB0592,C06,2024-03-03,75
CHK02176,MB0713,C07,2024-01-16,75
CHK02177,MB0238,C04,2024-12-18,45
CHK02178,MB0751,C01,2024-06-30,75
CHK02179,MB0433,C05,2024-05-03,60
CHK02180,MB0216,C01,2024-05-27,90
CHK02181,MB0305,C01,2024-10-11,30
CHK02182,MB0430,C07,2024-12-26,45
CHK02183,MB0013,C05,2024-02-16,60
CHK02184,MB0012,C06,2024-03-01,60
CHK02185,MB0295,C03,2024-12-22,45
CHK02186,MB0491,C08,2024-07-24,30
CHK02187,MB0775,C06,2024-09-13,30
CHK02188,MB0678,C04,2024-01-02,30
CHK02189,MB0799,C01,2024-11-30,90
CHK02190,MB0557,C05,2024-05-17,45
CHK02191,MB0542,C02,2024-02-17,60
CHK02192,MB0588,C02,2024-11-06,45
CHK02193,MB0606,C01,2024-06-18,30
CHK02194,MB0386,C04,2024-11-04,30
CHK02195,MB0335,C06,2024-06-24,75
CHK02196,MB0315,C05,2024-06-24,90
CHK02197,MB0206,C04,2024-11-05,60
CHK02198,MB0482,C06,2024-09-21,90
CHK02199,MB0231,C04,2024-09-09,45
CHK02200,MB0269,C05,2024-09-03,75
CHK02201,MB0158,C05,2024-12-28,30
CHK02202,MB0520,C01,2024-11-04,45
CHK02203,MB0163,C02,2024-07-23,30
CHK02204,MB0346,C07,2024-02-03,90
CHK02205,MB0171,C04,2024-03-05,30
CHK02206,MB0712,C04,2024-12-03,45
CHK02207,MB0134,C08,2024-09-30,90
CHK02208,MB0799,C07,2024-08-18,45
CHK02209,MB0064,C03,2024-11-30,60
CHK02210,MB0168,C01,2024-02-28,45
CHK02211,MB0282,C01,2024-10-30,75
CHK02212,MB0738,C01,2024-03-26,90
CHK02213,MB0771,C08,2024-07-16,45
CHK02214,MB0131,C06,2024-06-17,60
CHK02215,MB0640,C04,2024-06-28,60
CHK02216,MB0427,C07,2024-06-17,60
CHK02217,MB0734,C04,2024-11-07,30
CHK02218,MB0530,C08,2024-05-11,30
CHK02219,MB0668,C04,2024-10-15,45
CHK02220,MB0386,C08,2024-10-03,90
CHK02221,MB0437,C03,2024-04-23,60
CHK02222,MB0431,C06,2024-01-13,75
CHK02223,MB0389,C07,2024-01-09,90
CHK02224,MB0463,C01,2024-06-19,45
CHK02225,MB0571,C08,2024-10-09,75
CHK02226,MB0436,C08,2024-09-24,75
CHK02227,MB0256,C01,2024-10-05,60
CHK02228,MB0758,C07,2024-06-11,75
CHK02229,MB0333,C06,2024-07-05,45
CHK02230,MB0504,C08,2024-03-06,60
CHK02231,MB0424,C04,2024-07-06,75
CHK02232,MB0310,C06,2024-10-09,90
CHK02233,MB0548,C05,2024-06-28,45
CHK02234,MB0326,C04,2024-01-01,75
CHK02235,MB0594,C07,2024-11-13,60
CHK02236,MB0344,C01,2024-01-04,75
CHK02237,MB0315,C02,2024-01-17,90
CHK02238,MB0733,C08,2024-07-28,30
CHK02239,MB0465,C03,2024-09-21,30
CHK02240,MB0651,C04,2024-10-06,60
CHK02241,MB0090,C01,2024-12-01,75
CHK02242,MB0766,C06,2024-10-05,30
CHK02243,MB0784,C07,2024-09-17,45
CHK02244,MB0413,C08,2024-07-13,45
CHK02245,MB0408,C01,2024-05-29,60
CHK02246,MB0052,C04,2024-08-25,45
CHK02247,MB0342,C05,2024-06-09,60
CHK02248,MB0168,C03,2024-04-27,75
CHK02249,MB0246,C08,2024-08-29,45
CHK02250,MB0553,C04,2024-09-25,75
CHK02251,MB0629,C08,2024-01-08,45
CHK02252,MB0658,C06,2024-12-19,30
CHK02253,MB0473,C07,2024-05-08,90
CHK02254,MB0684,C07,2024-07-18,60
CHK02255,MB0644,C05,2024-07-24,90
CHK02256,MB0547,C04,2024-03-03,75
CHK02257,MB0119,C05,2024-09-07,45
CHK02258,MB0053,C03,2024-02-14,60
CHK02259,MB0742,C03,2024-11-21,30
CHK02260,MB0218,C04,2024-11-07,75
CHK02261,MB0537,C02,2024-12-01,30
CHK02262,MB0126,C06,2024-10-12,45
CHK02263,MB0419,C03,2024-10-08,90
CHK02264,MB0427,C06,2024-01-16,75
CHK02265,MB0593,C02,2024-02-05,30
CHK02266,MB0080,C08,2024-11-12,30
CHK02267,MB0675,C03,2024-10-06,30
CHK02268,MB0562,C02,2024-07-13,45
CHK02269,MB0777,C05,2024-06-21,90
CHK02270,MB0752,C08,2024-01-23,30
CHK02271,MB0138,C07,2024-03-31,60
CHK02272,MB0202,C04,2024-10-30,30
CHK02273,MB0237,C02,2024-02-19,90
CHK02274,MB0287,C06,2024-02-29,45
CHK02275,MB0788,C04,2024-02-20,60
CHK02276,MB0276,C06,2024-05-05,30
CHK02277,MB0398,C08,2024-06-30,45
CHK02278,MB0779,C06,2024-02-19,45
CHK02279,MB0696,C05,2024-12-26,90
CHK02280,MB0257,C03,2024-05-25,45
CHK02281,MB0553,C01,2024-10-27,45
CHK02282,MB0278,C07,2024-07-06,45
CHK02283,MB0190,C04,2024-03-28,75
CHK02284,MB0153,C02,2024-03-30,30
CHK02285,MB0458,C02,2024-09-24,60
CHK02286,MB0477,C07,2024-03-02,90
CHK02287,MB0705,C08,2024-07-06,75
CHK02288,MB0436,C03,2024-05-20,30
CHK02289,MB0710,C02,2024-10-23,30
CHK02290,MB0089,C08,2024-03-04,75
CHK02291,MB0121,C01,2024-04-02,30
CHK02292,MB0212,C02,2024-02-16,30
CHK02293,MB0627,C03,2024-08-29,60
CHK02294,MB0403,C02,2024-04-22,75
CHK02295,MB0506,C02,2024-11-14,60
CHK02296,MB0010,C02,2024-03-28,60
CHK02297,MB0356,C01,2024-08-08,90
CHK02298,MB0024,C02,2024-05-10,90
CHK02299,MB0055,C02,2024-05-18,90
CHK02300,MB0094,C08,2024-09-02,90
CHK02301,MB0160,C02,2024-05-03,30
CHK02302,MB0121,C02,2024-01-28,90
CHK02303,MB0312,C05,2024-10-01,45
CHK02304,MB0647,C03,2024-08-06,45
CHK02305,MB0653,C01,2024-10-01,30
CHK02306,MB0347,C01,2024-07-27,45
CHK02307,MB0221,C01,2024-04-23,60
CHK02308,MB0587,C08,2024-05-27,90
CHK02309,MB0438,C01,2024-09-28,45
CHK02310,MB0335,C03,2024-12-01,75
CHK02311,MB0308,C06,2024-05-03,75
CHK02312,MB0652,C05,2024-05-29,75
CHK02313,MB0758,C04,2024-07-16,90
CHK02314,MB0145,C06,2024-02-22,30
CHK02315,MB0466,C05,2024-10-08,30
CHK02316,MB0587,C08,2024-12-23,75
CHK02317,MB0763,C08,2024-10-12,90
CHK02318,MB0489,C05,2024-02-22,45
CHK02319,MB0417,C07,2024-05-19,60
CHK02320,MB0640,C03,2024-09-03,90
CHK02321,MB0530,C05,2024-09-27,45
CHK02322,MB0666,C02,2024-10-06,75
CHK02323,MB0347,C07,2024-07-04,75
CHK02324,MB0365,C02,2024-03-10,30
CHK02325,MB0059,C03,2024-08-11,30
CHK02326,MB0247,C05,2024-09-29,60
CHK02327,MB0443,C08,2024-09-22,45
CHK02328,MB0016,C05,2024-04-24,75
CHK02329,MB0254,C08,2024-12-01,90
CHK02330,MB0473,C06,2024-06-24,30
CHK02331,MB0284,C04,2024-03-22,75
CHK02332,MB0466,C05,2024-05-08,45
CHK02333,MB0055,C02,2024-09-06,45
CHK02334,MB0701,C07,2024-01-14,30
CHK02335,MB0148,C08,2024-10-07,45
CHK02336,MB0191,C04,2024-03-03,60
CHK02337,MB0671,C03,2024-11-02,60
CHK02338,MB0695,C02,2024-10-31,75
CHK02339,MB0075,C01,2024-05-07,75
CHK02340,MB0686,C02,2024-05-02,90
CHK02341,MB0543,C05,2024-08-15,90
CHK02342,MB0324,C04,2024-12-16,30
CHK02343,MB0585,C02,2024-04-03,90
CHK02344,MB0544,C08,2024-03-08,90
CHK02345,MB0687,C08,2024-04-13,75
CHK02346,MB0698,C06,2024-08-19,30
CHK02347,MB0222,C02,2024-12-12,30
CHK02348,MB0455,C06,2024-03-03,45
CHK02349,MB0416,C06,2024-01-07,75
CHK02350,MB0201,C06,2024-08-07,60
CHK02351,MB0409,C05,2024-05-27,75
CHK02352,MB0573,C08,2024-08-21,45
CHK02353,MB0428,C01,2024-10-27,75
CHK02354,MB0232,C08,2024-03-13,60
CHK02355,MB0714,C03,2024-03-26,75
CHK02356,MB0490,C01,2024-07-30,75
CHK02357,MB0175,C03,2024-01-07,30
CHK02358,MB0760,C07,2024-09-08,75
CHK02359,MB0574,C02,2024-11-15,30
CHK02360,MB0391,C07,2024-08-31,90
CHK02361,MB0606,C03,2024-10-21,45
CHK02362,MB0302,C06,2024-07-27,45
CHK02363,MB0532,C01,2024-08-08,30
CHK02364,MB0504,C05,2024-10-21,90
CHK02365,MB0153,C02,2024-07-03,30
CHK02366,MB0592,C05,2024-04-28,90
CHK02367,MB0665,C04,2024-04-11,30
CHK02368,MB0729,C07,2024-06-16,45
CHK02369,MB0714,C07,2024-10-29,30
CHK02370,MB0100,C02,2024-05-01,90
CHK02371,MB0553,C08,2024-11-21,45
CHK02372,MB0075,C07,2024-08-11,30
CHK02373,MB0737,C05,2024-02-12,75
CHK02374,MB0708,C01,2024-10-20,90
CHK02375,MB0762,C07,2024-02-05,45
CHK02376,MB0339,C01,2024-07-12,30
CHK02377,MB0727,C03,2024-07-31,60
CHK02378,MB0725,C03,2024-05-22,60
CHK02379,MB0564,C03,2024-05-09,30
CHK02380,MB0172,C04,2024-10-26,60
CHK02381,MB0087,C05,2024-05-04,45
CHK02382,MB0500,C07,2024-11-29,45
CHK02383,MB0474,C06,2024-07-23,45
CHK02384,MB0497,C02,2024-04-03,75
CHK02385,MB0514,C01,2024-05-19,60
CHK02386,MB0790,C03,2024-09-29,30
CHK02387,MB0709,C07,2024-03-15,75
CHK02388,MB0774,C05,2024-10-14,75
CHK02389,MB0324,C08,2024-09-15,60
CHK02390,MB0740,C08,2024-02-09,75
CHK02391,MB0031,C08,2024-03-09,45
CHK02392,MB0177,C04,2024-01-06,30
CHK02393,MB0484,C01,2024-08-22,30
CHK02394,MB0637,C05,2024-02-09,60
CHK02395,MB0201,C05,2024-10-16,45
CHK02396,MB0676,C05,2024-03-27,60
CHK02397,MB0183,C05,2024-02-25,75
CHK02398,MB0356,C04,2024-07-12,30
CHK02399,MB0758,C04,2024-11-09,30
CHK02400,MB0095,C02,2024-10-07,45
CHK02401,MB0079,C03,2024-02-14,60
CHK02402,MB0143,C04,2024-09-12,90
CHK02403,MB0159,C07,2024-01-04,45
CHK02404,MB0480,C06,2024-03-22,60
CHK02405,MB0680,C05,2024-06-03,75
CHK02406,MB0398,C02,2024-07-26,30
CHK02407,MB0651,C05,2024-12-06,75
CHK02408,MB0086,C02,2024-10-02,45
CHK02409,MB0750,C04,2024-09-07,60
CHK02410,MB0249,C08,2024-10-24,90
CHK02411,MB0596,C08,2024-03-30,45
CHK02412,MB0431,C03,2024-07-18,90
CHK02413,MB0630,C04,2024-01-08,45
CHK02414,MB0063,C07,2024-02-20,30
CHK02415,MB0391,C03,2024-08-04,45
CHK02416,MB0331,C03,2024-05-19,30
CHK02417,MB0774,C05,2024-04-22,30
CHK02418,MB0025,C05,2024-08-18,75
CHK02419,MB0565,C06,2024-04-08,75
CHK02420,MB0269,C03,2024-11-24,45
CHK02421,MB0755,C08,2024-10-16,30
CHK02422,MB0559,C08,2024-09-21,30
CHK02423,MB0597,C07,2024-03-06,60
CHK02424,MB0793,C03,2024-09-10,60
CHK02425,MB0358,C02,2024-07-18,60
CHK02426,MB0775,C04,2024-12-03,60
CHK02427,MB0126,C05,2024-11-16,30
CHK02428,MB0214,C07,2024-11-06,90
CHK02429,MB0353,C06,2024-10-13,90
CHK02430,MB0596,C03,2024-08-26,30
CHK02431,MB0250,C06,2024-11-17,45
CHK02432,MB0214,C06,2024-12-27,30
CHK02433,MB0256,C07,2024-10-20,75
CHK02434,MB0247,C05,2024-07-25,90
CHK02435,MB0446,C02,2024-04-17,30
CHK02436,MB0007,C02,2024-11-12,30
CHK02437,MB0263,C06,2024-07-10,75
CHK02438,MB0274,C02,2024-02-10,30
CHK02439,MB0561,C06,2024-08-17,60
CHK02440,MB0087,C03,2024-01-27,90
CHK02441,MB0494,C01,2024-04-19,90
CHK02442,MB0076,C08,2024-09-19,45
CHK02443,MB0204,C06,2024-11-27,30
CHK02444,MB0588,C07,2024-02-14,60
CHK02445,MB0146,C07,2024-05-12,30
CHK02446,MB0651,C02,2024-08-04,75
CHK02447,MB0095,C06,2024-11-24,90
CHK02448,MB0022,C01,2024-05-18,75
CHK02449,MB0432,C06,2024-06-14,30
CHK02450,MB0343,C06,2024-12-18,60
CHK02451,MB0220,C03,2024-08-28,60
CHK02452,MB0042,C01,2024-06-27,60
CHK02453,MB0382,C01,2024-06-02,90
CHK02454,MB0447,C02,2024-08-17,45
CHK02455,MB0371,C05,2024-09-28,45
CHK02456,MB0675,C05,2024-12-03,90
CHK02457,MB0469,C05,2024-10-23,90
CHK02458,MB0619,C02,2024-04-01,60
CHK02459,MB0324,C06,2024-08-26,75
CHK02460,MB0594,C06,2024-08-05,75
CHK02461,MB0281,C03,2024-05-12,45
CHK02462,MB0618,C08,2024-11-25,90
CHK02463,MB0258,C04,2024-05-09,45
CHK02464,MB0351,C08,2024-07-09,75
CHK02465,MB0790,C01,2024-05-20,90
CHK02466,MB0094,C07,2024-06-04,90
CHK02467,MB0543,C06,2024-11-17,45
CHK02468,MB0566,C05,2024-10-10,45
CHK02469,MB0281,C08,2024-01-22,45
CHK02470,MB0528,C06,2024-02-02,60
CHK02471,MB0057,C08,2024-07-27,75
CHK02472,MB0376,C02,2024-08-05,45
CHK02473,MB0454,C04,2024-08-09,90
CHK02474,MB0553,C03,2024-10-15,60
CHK02475,MB0322,C08,2024-01-06,45
CHK02476,MB0764,C04,2024-11-24,45
CHK02477,MB0364,C05,2024-10-23,75
CHK02478,MB0040,C08,2024-12-18,45
CHK02479,MB0260,C03,2024-04-06,90
CHK02480,MB0589,C01,2024-06-09,90
CHK02481,MB0681,C07,2024-09-30,75
CHK02482,MB0490,C06,2024-12-08,60
CHK02483,MB0346,C05,2024-04-08,30
CHK02484,MB0078,C03,2024-11-30,60
CHK02485,MB0607,C06,2024-06-22,90
CHK02486,MB0755,C02,2024-11-08,60
CHK02487,MB0420,C07,2024-05-15,75
CHK02488,MB0750,C05,2024-02-05,30
CHK02489,MB0402,C05,2024-12-25,60
CHK02490,MB0322,C01,2024-02-24,45
CHK02491,MB0403,C03,2024-10-19,30
CHK02492,MB0392,C03,2024-05-01,60
CHK02493,MB0690,C01,2024-07-17,60
CHK02494,MB0392,C06,2024-05-21,60
CHK02495,MB0309,C05,2024-06-15,75
CHK02496,MB0245,C01,2024-08-18,75
CHK02497,MB0227,C04,2024-03-31,60
CHK02498,MB0028,C06,2024-06-23,45
CHK02499,MB0276,C02,2024-01-11,90
CHK02500,MB0258,C04,2024-09-13,75
CHK02501,MB0174,C07,2024-07-09,75
CHK02502,MB0111,C04,2024-11-20,30
CHK02503,MB0535,C08,2024-05-07,60
CHK02504,MB0150,C08,2024-12-29,90
CHK02505,MB0223,C01,2024-09-01,45
CHK02506,MB0122,C03,2024-08-30,30
CHK02507,MB0559,C08,2024-01-08,90
CHK02508,MB0355,C01,2024-05-13,90
CHK02509,MB0215,C04,2024-05-12,75
CHK02510,MB0394,C04,2024-05-10,30
CHK02511,MB0298,C03,2024-04-13,75
CHK02512,MB0217,C02,2024-05-07,60
CHK02513,MB0626,C05,2024-01-03,75
CHK02514,MB0060,C05,2024-07-24,75
CHK02515,MB0419,C07,2024-11-19,75
CHK02516,MB0128,C05,2024-03-17,75
CHK02517,MB0653,C05,2024-02-18,75
CHK02518,MB0145,C03,2024-09-09,30
CHK02519,MB0799,C06,2024-11-17,75
CHK02520,MB0323,C02,2024-11-01,60
CHK02521,MB0624,C04,2024-03-30,90
CHK02522,MB0558,C07,2024-12-05,60
CHK02523,MB0192,C03,2024-05-01,30
CHK02524,MB0666,C05,2024-07-03,75
CHK02525,MB0265,C08,2024-08-10,30
CHK02526,MB0431,C05,2024-03-18,45
CHK02527,MB0701,C04,2024-09-30,75
CHK02528,MB0522,C03,2024-08-23,90
CHK02529,MB0093,C03,2024-01-05,75
CHK02530,MB0679,C02,2024-01-09,30
CHK02531,MB0744,C01,2024-04-14,30
CHK02532,MB0154,C06,2024-09-28,60
CHK02533,MB0120,C08,2024-10-25,60
CHK02534,MB0773,C01,2024-08-17,60
CHK02535,MB0043,C03,2024-04-22,90
CHK02536,MB0075,C05,2024-01-06,30
CHK02537,MB0102,C06,2024-08-13,30
CHK02538,MB0030,C01,2024-07-06,30
CHK02539,MB0611,C06,2024-01-29,60
